sRNA	mRNA	IntaRNA_Score	Class
isar1	sll0690	0.2211	0
isar1	slr0150	0.2211	1
isar1	slr0383	0.2211	0
isar1	slr1533	0.2211	0
isar1	slr1615	0.2211	0
psrr1	sll1096	0.2211	0
psrr1	sll1349	0.2211	0
psrr1	sll1708	0.2211	0
psrr1	slr0080	0.2211	0
isar1	sll0266	0.21983	0
isar1	slr0617	0.21983	0
psrr1	sll0216	0.21983	0
psrr1	sll0708	0.21983	0
psrr1	sll0888	0.21983	0
psrr1	slr0741	0.21983	0
psrr1	slr0795	0.21983	0
psrr1	slr1273	0.21983	0
psrr1	ssl0707	0.21983	0
isar1	slr0458	0.21857	0
isar1	slr0482	0.21857	0
isar1	slr0941	0.21857	0
isar1	slr1657	0.21857	0
isar1	ssl1707	0.21857	0
psrr1	slr0445	0.21857	0
isar1	sll1371	0.21731	0
isar1	slr0090	0.21731	0
psrr1	sll0914	0.21731	0
psrr1	slr1071	0.21731	0
psrr1	slr1618	0.21731	0
isar1	sll1695	0.21605	0
isar1	slr0951	0.21605	0
psrr1	sll0735	0.21605	0
psrr1	sll1799	0.21605	0
psrr1	slr1444	0.21605	0
isar1	sll0171	0.2148	0
isar1	sll0198	0.2148	0
isar1	sll0369	0.2148	0
isar1	sll1526	0.2148	0
isar1	slr0162	0.2148	0
isar1	slr0324	0.2148	0
isar1	slr1645	0.2148	0
psrr1	sll1584	0.2148	0
isar1	sll1739	0.21355	0
isar1	slr0733	0.21355	0
isar1	slr1451	0.21355	0
isar1	ssr1789	0.21355	0
psrr1	slr0867	0.21355	0
psrr1	ssl3549	0.21355	0
isar1	sll0109	0.2123	0
psrr1	sll0247	0.2123	0
psrr1	sll0624	0.2123	0
psrr1	sll0767	0.2123	0
psrr1	slr0653	0.2123	0
psrr1	slr1069	0.2123	0
psrr1	slr1986	0.2123	0
psrr1	ssl0020	0.2123	0
isar1	sll1769	0.21106	0
isar1	slr0185	0.21106	0
isar1	slr0398	0.21106	0
isar1	slr0626	0.21106	0
isar1	slr1183	0.21106	0
isar1	slr1222	0.21106	0
isar1	slr1429	0.21106	0
isar1	slr1915	0.21106	0
isar1	slr2096	0.21106	0
psrr1	slr1033	0.21106	0
isar1	sll0456	0.20982	0
isar1	sll0688	0.20982	0
isar1	sll1575	0.20982	0
isar1	slr0896	0.20982	0
isar1	slr2027	0.20982	0
isar1	ssl0546	0.20982	0
isar1	ssr1175	0.20982	0
psrr1	ssr3341	0.20982	0
isar1	slr0120	0.20858	0
isar1	slr0146	0.20858	0
isar1	slr0644	0.20858	0
isar1	slr0927	0.20858	0
isar1	slr1118	0.20858	0
isar1	slr1593	0.20858	0
isar1	slr1746	0.20858	0
isar1	slr1830	0.20858	0
isar1	ssl2781	0.20858	0
isar1	ssr2315	0.20858	0
psrr1	sll0062	0.20858	0
psrr1	slr0292	0.20858	0
psrr1	ssl1300	0.20858	0
isar1	sll1899	0.20735	0
isar1	slr0242	0.20735	0
isar1	ssr2227	0.20735	0
psrr1	slr0434	0.20735	0
psrr1	slr1162	0.20735	0
isar1	sll0496	0.20612	0
isar1	sll0760	0.20612	0
isar1	sll0914	0.20612	0
isar1	slr1547	0.20612	0
isar1	ssr1258	0.20612	0
psrr1	sll1250	0.20612	0
psrr1	slr1966	0.20612	0
isar1	sll1803	0.20489	0
isar1	slr0698	0.20489	0
isar1	slr1030	0.20489	0
isar1	slr1115	0.20489	0
isar1	slr1453	0.20489	0
psrr1	sll0448	0.20489	0
isar1	sll0891	0.20366	0
isar1	sll1660	0.20366	0
isar1	slr0273	0.20366	0
isar1	slr0743a	0.20366	0
isar1	slr1807	0.20366	0
psrr1	sll0298	0.20366	0
psrr1	sll1341	0.20366	0
psrr1	sll1461	0.20366	0
psrr1	slr0073	0.20366	0
psrr1	slr0836	0.20366	0
isar1	sll0761	0.20244	0
isar1	sll0868	0.20244	0
isar1	sll1512	0.20244	0
isar1	sll1559	0.20244	0
isar1	slr0912	0.20244	0
isar1	slr1081	0.20244	0
isar1	slr1639	0.20244	0
isar1	ssl1004	0.20244	0
psrr1	sll1077	0.20244	0
psrr1	sll1298	0.20244	0
psrr1	sll1315	0.20244	0
psrr1	sll1380	0.20244	0
psrr1	sll1913	0.20244	0
isar1	sll0661	0.20123	0
isar1	sll1434	0.20123	0
isar1	slr0491	0.20123	0
psrr1	slr1556	0.20123	0
isar1	sll0922	0.20001	0
isar1	sll1087	0.20001	0
isar1	sll1900	0.20001	0
psrr1	sll1456	0.20001	0
isar1	sll1712	0.1988	0
isar1	slr0328	0.1988	0
isar1	slr0919	0.1988	0
isar1	slr1070	0.1988	0
isar1	ssl2069	0.1988	0
psrr1	sll1801	0.1988	0
psrr1	slr1251	0.1988	0
psrr1	slr1821	0.1988	0
isar1	sll1641	0.1976	0
isar1	slr0804	0.1976	0
isar1	slr0975	0.1976	0
isar1	slr1077	0.1976	0
psrr1	sll0857	0.1976	0
isar1	sll0606	0.19639	0
isar1	sll0743	0.19639	0
isar1	slr0342	0.19639	0
isar1	slr0541	0.19639	0
isar1	slr0913	0.19639	0
isar1	slr1083	0.19639	0
isar1	slr1803	0.19639	0
isar1	ssr1558	0.19639	0
psrr1	smr0001	0.19639	0
isar1	sll0455	0.19519	0
isar1	sll0849	0.19519	0
isar1	sll1341	0.19519	0
isar1	slr0054	0.19519	0
isar1	slr0904	0.19519	0
psrr1	sll0646	0.19519	0
psrr1	slr0845	0.19519	0
psrr1	slr1005	0.19519	0
psrr1	ssr2708	0.19519	0
psrr1	slr0915	0.194	0
psrr1	slr1142	0.194	0
psrr1	ssr0109	0.194	0
psrr1	ssr1527	0.194	0
isar1	sll0067	0.1928	0
isar1	sll0412	0.1928	0
isar1	sll0811	0.1928	0
isar1	sll1430	0.1928	0
isar1	slr0105	0.1928	0
isar1	slr1414	0.1928	0
isar1	slr1898	0.1928	0
isar1	slr2144	0.1928	0
psrr1	sll1051	0.1928	0
psrr1	slr2037	0.1928	0
isar1	sll0224	0.19161	0
isar1	sll0792	0.19161	0
isar1	sll0925	0.19161	0
isar1	sll1405	0.19161	0
isar1	slr1778	0.19161	0
isar1	ssl3127	0.19161	0
psrr1	sll1325	0.19161	0
isar1	sll0780	0.19043	0
isar1	sll1298	0.19043	0
psrr1	slr0517	0.19043	0
psrr1	slr1097	0.19043	0
isar1	sll0657	0.18925	0
isar1	sll0924	0.18925	0
psrr1	sll0218	0.18925	0
psrr1	slr0698	0.18925	0
isar1	sll0359	0.18807	0
isar1	sll1960	0.18807	0
isar1	slr0573	0.18807	0
psrr1	slr0105	0.18807	0
psrr1	slr0599	0.18807	0
psrr1	slr1406	0.18807	0
psrr1	ssl1690	0.18807	0
psrr1	ssl1807	0.18807	0
isar1	sll0320	0.18689	0
isar1	sll1509	0.18689	0
isar1	slr0903	0.18689	0
isar1	slr1113	0.18689	0
isar1	slr1280	0.18689	0
isar1	ssl2138	0.18689	0
psrr1	sll1282	0.18689	0
psrr1	sll1635	0.18689	0
psrr1	slr1595	0.18689	0
psrr1	slr1674	0.18689	0
psrr1	smr0002	0.18689	0
psrr1	ssr2781	0.18689	0
isar1	sll1232	0.18572	0
isar1	slr1449	0.18572	0
isar1	slr1549	0.18572	0
psrr1	sll1340	0.18572	0
psrr1	sll1862	0.18572	0
psrr1	slr0520	0.18572	0
isar1	sll1973	0.18455	0
isar1	slr1368	0.18455	0
isar1	slr1752	0.18455	0
isar1	slr1853	0.18455	0
isar1	slr2101	0.18455	0
isar1	ssr1375	0.18455	0
psrr1	sll0998	0.18455	0
psrr1	slr1409	0.18455	0
isar1	sll1381	0.18339	0
isar1	sll1870	0.18339	0
isar1	slr1869	0.18339	0
isar1	slr1943	0.18339	0
isar1	slr2075	0.18339	0
psrr1	sll0621	0.18339	0
psrr1	ssl2595	0.18339	0
isar1	sll1468	0.18223	0
isar1	sll1491	0.18223	0
isar1	slr0384	0.18223	0
isar1	slr0415	0.18223	0
psrr1	sll0320	0.18223	0
psrr1	sll1638	0.18223	0
psrr1	slr2081	0.18223	0
isar1	sll1732	0.18107	0
isar1	sll1902	0.18107	0
isar1	slr1043	0.18107	0
isar1	slr2124	0.18107	0
psrr1	sll1819	0.18107	0
psrr1	ssr2595	0.18107	0
isar1	sll0588	0.17992	0
isar1	sll1032	0.17992	0
isar1	sll1382	0.17992	0
isar1	slr0699	0.17992	0
isar1	slr1717	0.17992	0
psrr1	sll0454	0.17992	0
psrr1	ssl2245	0.17992	0
isar1	sll0258	0.17877	0
isar1	slr0531	0.17877	0
isar1	slr0943	0.17877	0
psrr1	slr0284	0.17877	0
isar1	sll0189	0.17762	0
isar1	sll1089	0.17762	0
isar1	slr1622	0.17762	0
psrr1	slr1138	0.17762	0
psrr1	slr1980	0.17762	0
psrr1	ssr2786	0.17762	0
isar1	sll0809	0.17648	0
isar1	slr0184	0.17648	0
isar1	slr1042	0.17648	0
isar1	slr1120	0.17648	0
isar1	slr1874	0.17648	0
isar1	ssr1698	0.17648	0
psrr1	slr0373	0.17648	0
psrr1	ssr3184	0.17648	0
isar1	sll0385	0.17534	0
isar1	ssl2542	0.17534	0
psrr1	slr0083	0.17534	0
psrr1	slr0224	0.17534	0
psrr1	ssr0761	0.17534	0
isar1	sll0930	0.17421	0
isar1	slr0591	0.17421	0
isar1	slr1383	0.17421	0
psrr1	slr0903	0.17421	0
psrr1	slr1471	0.17421	0
psrr1	slr1659	0.17421	0
isar1	slr1039	0.17307	0
psrr1	sll1525	0.17307	0
psrr1	sll2013	0.17307	0
psrr1	slr0110	0.17307	0
psrr1	slr1319	0.17307	0
psrr1	slr1649	0.17307	0
isar1	sll0900	0.17195	0
isar1	sll1934	0.17195	0
isar1	slr0049	0.17195	0
isar1	slr0166	0.17195	0
isar1	slr0479	0.17195	0
psrr1	sll0318	0.17195	0
psrr1	slr0612	0.17195	0
psrr1	slr1100	0.17195	0
psrr1	ssr0756	0.17195	0
isar1	sll0546	0.17082	0
isar1	slr1229	0.17082	0
isar1	ssl0294	0.17082	0
psrr1	sll0554	0.17082	0
psrr1	slr1330	0.17082	0
psrr1	slr1972	0.17082	0
isar1	slr0942	0.1697	0
isar1	slr1210	0.1697	0
isar1	slr2083	0.1697	0
isar1	ssr2061	0.1697	0
isar1	ssr2803	0.1697	0
psrr1	sll0317	0.1697	0
psrr1	slr1890	0.1697	0
isar1	sll0296	0.16859	0
isar1	sll0751	0.16859	0
isar1	sll0767	0.16859	0
isar1	sll0856	0.16859	0
isar1	slr0196	0.16859	0
isar1	slr2006	0.16859	0
psrr1	sll0183	0.16859	0
psrr1	sll1808	0.16859	0
psrr1	smr0005	0.16859	0
psrr1	ssl1464	0.16859	0
isar1	sll1446	0.16748	0
isar1	slr1864	0.16748	0
psrr1	slr0342	0.16748	0
psrr1	slr0362	0.16748	0
psrr1	slr2011	0.16748	0
psrr1	ssr1600	0.16748	0
isar1	slr0523	0.16637	0
isar1	slr1076	0.16637	0
psrr1	slr1895	0.16637	0
psrr1	sll0047	0.16526	0
isar1	sll1874	0.16416	0
isar1	slr0387	0.16416	0
psrr1	slr0888	0.16416	0
psrr1	slr1419	0.16416	0
psrr1	slr1702	0.16416	0
psrr1	ssl1417	0.16416	0
psrr1	ssr1399	0.16416	0
isar1	sll0401	0.16307	0
isar1	sll1694	0.16307	0
isar1	slr0009	0.16307	0
isar1	slr1563	0.16307	0
isar1	ssr0536	0.16307	0
isar1	sll0356	0.16197	0
isar1	sll0626	0.16197	0
isar1	sll1746	0.16197	0
isar1	slr0014	0.16197	0
isar1	ssl2595	0.16197	0
isar1	ssl3829	0.16197	0
isar1	ssr1169	0.16197	0
psrr1	sll0947	0.16197	0
isar1	sll0200	0.16088	0
isar1	sll0699	0.16088	0
isar1	sll1256	0.16088	0
isar1	sll1436	0.16088	0
isar1	sll1983	0.16088	0
isar1	slr0856	0.16088	0
isar1	slr1448	0.16088	0
isar1	slr1715	0.16088	0
isar1	slr1936	0.16088	0
isar1	slr2097	0.16088	0
psrr1	slr1493	0.16088	0
isar1	sll1522	0.1598	0
isar1	slr0018	0.1598	0
isar1	slr0628	0.1598	0
isar1	slr1046	0.1598	0
isar1	ssr2611	0.1598	0
psrr1	sll1225	0.1598	0
psrr1	sll1852	0.1598	0
psrr1	slr0169	0.1598	0
psrr1	slr0251	0.1598	0
psrr1	slr0771	0.1598	0
psrr1	slr1222	0.1598	0
isar1	slr1761	0.15872	0
psrr1	sll0809	0.15872	0
psrr1	sll1142	0.15872	0
psrr1	smr0011	0.15872	0
isar1	sll1315	0.15764	0
isar1	sll1825	0.15764	0
isar1	sll1837	0.15764	0
isar1	slr1994	0.15764	0
isar1	ssl2250	0.15764	0
psrr1	slr0918	0.15764	0
psrr1	slr2092	0.15764	0
isar1	ssl0312	0.15657	0
psrr1	sll1212	0.15657	0
psrr1	slr0930	0.15657	0
psrr1	ssr2406	0.15657	0
isar1	sll1214	0.1555	0
isar1	sll1801	0.1555	0
isar1	slr1627	0.1555	0
psrr1	sll0716	0.1555	0
psrr1	sll1796	0.1555	0
isar1	sll0312	0.15443	0
isar1	sll0650	0.15443	0
isar1	sll0676	0.15443	0
isar1	sll1428	0.15443	0
isar1	slr0078	0.15443	0
isar1	slr0164	0.15443	0
psrr1	sll0670	0.15443	0
psrr1	ssr1766	0.15443	0
isar1	sll0832	0.15337	0
isar1	sll1404	0.15337	0
isar1	slr0171	0.15337	0
psrr1	sll0926	0.15337	0
psrr1	sll1743	0.15337	0
isar1	sll0294	0.15231	0
isar1	sll0489	0.15231	0
isar1	sll1638	0.15231	0
isar1	sll1692	0.15231	0
isar1	ssl1792	0.15231	0
isar1	ssl2245	0.15231	0
psrr1	slr0732	0.15231	0
isar1	sll0400	0.15126	0
isar1	sll0448	0.15126	0
isar1	slr0333	0.15126	0
isar1	slr0918	0.15126	0
isar1	slr1929	0.15126	0
isar1	ssl1533	0.15126	0
psrr1	sll0578	0.15126	0
psrr1	slr1396	0.15126	0
isar1	sll0488	0.15021	0
isar1	slr0773	0.15021	0
isar1	slr1565	0.15021	0
isar1	slr1718	0.15021	0
psrr1	sll1321	0.15021	0
psrr1	slr1568	0.15021	0
isar1	sll1263	0.14917	0
isar1	sll1316	0.14917	0
isar1	sll1824	0.14917	0
isar1	slr1339	0.14917	0
isar1	slr1646	0.14917	0
isar1	slr1966	0.14917	0
isar1	ssr2848	0.14917	0
psrr1	ssl3615	0.14917	0
isar1	sll0062	0.14813	0
isar1	sll0247	0.14813	0
isar1	sll0664	0.14813	0
isar1	slr1073	0.14813	0
isar1	slr1109	0.14813	0
psrr1	sll1940	0.14813	0
psrr1	slr0181	0.14813	0
psrr1	slr1469	0.14813	0
isar1	ssl0467	0.14709	0
isar1	sll0237	0.14605	0
isar1	sll1743	0.14605	0
isar1	slr1034	0.14605	0
isar1	slr1192	0.14605	0
isar1	slr1436	0.14605	0
psrr1	slr1078	0.14605	0
psrr1	slr2078	0.14605	0
psrr1	ssl2384	0.14605	0
psrr1	ssl3769	0.14605	0
isar1	sll1751	0.14502	0
isar1	slr0284	0.14502	0
isar1	slr1826	0.14502	0
isar1	ssl0563	0.14502	0
psrr1	sll0272	0.14502	0
isar1	slr1330	0.144	0
psrr1	slr0398	0.144	0
psrr1	slr1513	0.144	0
isar1	sll0173	0.14298	0
isar1	slr0889	0.14298	0
psrr1	sll1130	0.14298	0
psrr1	slr1271	0.14298	0
isar1	sll0428	0.14196	0
isar1	sll0858	0.14196	0
isar1	sll1130	0.14196	0
isar1	slr0149	0.14196	0
isar1	slr0572	0.14196	0
isar1	slr0590	0.14196	0
isar1	slr0652	0.14196	0
isar1	slr0992	0.14196	0
isar1	slr1347	0.14196	0
isar1	slr2125	0.14196	0
psrr1	sll0793	0.14196	0
psrr1	sll1505	0.14196	0
psrr1	sll1675	0.14196	0
psrr1	slr0804	0.14196	0
isar1	sll0264	0.14095	0
isar1	slr0008	0.14095	0
isar1	slr0498	0.14095	0
isar1	slr0634	0.14095	0
isar1	slr0945	0.14095	0
isar1	ssl0426	0.14095	0
isar1	ssl3364	0.14095	0
psrr1	sll0661	0.14095	0
psrr1	sll1022	0.14095	0
psrr1	sll1810	0.14095	0
psrr1	slr0033	0.14095	0
isar1	slr2111	0.13994	0
isar1	slr2116	0.13994	0
isar1	ssl0601	0.13994	0
isar1	ssl3441	0.13994	0
psrr1	sll1630	0.13994	0
psrr1	slr0556	0.13994	0
psrr1	ssl0350	0.13994	0
isar1	sll0815	0.13893	0
isar1	slr1512	0.13893	0
isar1	slr1545	0.13893	0
isar1	sll0008	0.13793	0
isar1	sll1571	0.13793	0
isar1	slr0520	0.13793	0
isar1	slr1072	0.13793	0
psrr1	slr0976	0.13793	0
psrr1	slr1813	0.13793	0
isar1	sll1476	0.13694	0
isar1	slr1570	0.13694	0
psrr1	sll0107	0.13694	0
psrr1	sll1451	0.13694	0
psrr1	slr0964	0.13694	0
psrr1	slr1436	0.13694	0
psrr1	slr1533	0.13694	0
psrr1	ssr2549	0.13694	0
isar1	sll0684	0.13594	0
isar1	slr1564	0.13594	0
psrr1	sll0565	0.13594	0
psrr1	sll1825	0.13594	0
psrr1	slr0353	0.13594	0
isar1	sll0156	0.13496	0
isar1	sll0161	0.13496	0
isar1	sll0534	0.13496	0
isar1	slr0224	0.13496	0
isar1	slr0816	0.13496	0
isar1	smr0009	0.13496	0
isar1	ssr1528	0.13496	0
psrr1	sll0200	0.13496	0
psrr1	sll0699	0.13496	0
psrr1	sll1256	0.13496	0
psrr1	sll1436	0.13496	0
psrr1	sll1983	0.13496	0
psrr1	slr1715	0.13496	0
psrr1	slr1936	0.13496	0
isar1	slr1226	0.13397	0
isar1	slr2127	0.13397	0
psrr1	sll0895	0.13397	0
psrr1	slr0607	0.13397	0
psrr1	slr1673	0.13397	0
isar1	sll0939	0.13299	0
isar1	sll1605	0.13299	0
isar1	slr1110	0.13299	0
isar1	slr1161	0.13299	0
isar1	slr1634	0.13299	0
psrr1	ssl3335	0.13299	0
isar1	sll0567	0.13201	0
isar1	sll0577	0.13201	0
isar1	sll0838	0.13201	0
isar1	slr0108	0.13201	0
isar1	slr1336	0.13201	0
psrr1	sll0517	0.13201	0
psrr1	ssr1951	0.13201	0
isar1	sll1289	0.13104	0
isar1	sll1969	0.13104	0
isar1	slr0095	0.13104	0
isar1	slr0771	0.13104	0
psrr1	slr1152	0.13104	0
psrr1	slr1586	0.13104	0
psrr1	smr0006	0.13104	0
isar1	sll1193	0.13008	0
isar1	sll1938	0.13008	0
isar1	slr0870	0.13008	0
isar1	slr1160	0.13008	0
psrr1	sll1937	0.13008	0
psrr1	slr1279	0.13008	0
isar1	sll0921	0.12911	0
isar1	slr0194	0.12911	0
isar1	slr1576	0.12911	0
psrr1	sll1765	0.12911	0
psrr1	sll1767	0.12911	0
psrr1	slr0871	0.12911	0
psrr1	slr1682	0.12911	0
isar1	sll1669	0.12815	0
isar1	slr0199	0.12815	0
isar1	slr1559	0.12815	0
psrr1	sll0593	0.12815	0
psrr1	slr0193	0.12815	0
psrr1	slr0267	0.12815	0
psrr1	slr0699	0.12815	0
psrr1	slr1646	0.12815	0
psrr1	slr1929	0.12815	0
isar1	sll1092	0.1272	0
psrr1	slr1150	0.1272	0
psrr1	ssr2848	0.1272	0
isar1	sll0519	0.12625	0
isar1	slr1703	0.12625	0
psrr1	sll1092	0.12625	0
isar1	sll0044	0.1253	0
isar1	sll0916	0.1253	0
isar1	slr0868	0.1253	0
psrr1	slr1459	0.1253	0
psrr1	ssl2233	0.1253	0
isar1	sll0012	0.12436	0
isar1	sll0063	0.12436	0
isar1	sll0677	0.12436	0
isar1	sll1860	0.12436	0
isar1	slr0664	0.12436	0
isar1	slr0888	0.12436	0
isar1	ssl2153	0.12436	0
psrr1	sll1680	0.12436	0
psrr1	sll1751	0.12436	0
psrr1	sll1809	0.12436	0
isar1	slr0231	0.12342	0
isar1	slr0946	0.12342	0
isar1	slr1694	0.12342	0
psrr1	sll1522	0.12342	0
psrr1	slr1721	0.12342	0
psrr1	ssl3692	0.12342	0
isar1	sll0336	0.12248	0
isar1	sll1442	0.12248	0
isar1	slr0890	0.12248	0
psrr1	slr1215	0.12248	0
psrr1	slr0185	0.12155	0
psrr1	slr1110	0.12155	0
isar1	sll0361	0.12063	0
isar1	slr0701	0.12063	0
isar1	slr1289	0.12063	0
psrr1	smr0008	0.12063	0
isar1	slr1795	0.1197	0
isar1	slr1887	0.1197	0
isar1	slr2045	0.1197	0
psrr1	sll0374	0.1197	0
isar1	ssl3580	0.11879	0
isar1	ssr2060	0.11879	0
psrr1	slr1779	0.11879	0
isar1	slr1071	0.11787	0
isar1	slr1171	0.11787	0
isar1	slr1174	0.11787	0
psrr1	slr0658	0.11787	0
psrr1	ssr2060	0.11787	0
isar1	sll0683	0.11696	0
isar1	sll1562	0.11696	0
isar1	slr1259	0.11696	0
psrr1	sll0397	0.11696	0
psrr1	sll1172	0.11696	0
psrr1	slr0036	0.11696	0
psrr1	slr0725	0.11696	0
psrr1	slr2034	0.11696	0
psrr1	ssr1528	0.11696	0
isar1	sll0354	0.11606	0
isar1	slr0610	0.11606	0
isar1	ssl2559	0.11606	0
psrr1	slr0852	0.11606	0
isar1	sll1716	0.11516	0
isar1	slr0116	0.11516	0
isar1	slr0271	0.11516	0
isar1	slr0334	0.11516	0
isar1	slr1215	0.11516	0
psrr1	slr0476	0.11516	0
psrr1	slr0815	0.11516	0
psrr1	slr1225	0.11516	0
psrr1	slr0529	0.11426	0
psrr1	slr0887	0.11426	0
isar1	sll1698	0.11337	0
isar1	ssr0871	0.11337	0
psrr1	sll1205	0.11337	0
psrr1	ssr1175	0.11337	0
isar1	sll0360	0.11248	0
isar1	sll1749a	0.11248	0
psrr1	sll0755	0.11248	0
psrr1	sll1886	0.11248	0
psrr1	slr1070	0.11248	0
psrr1	slr2059	0.11248	0
isar1	sll0810	0.1116	0
isar1	sll1811	0.1116	0
isar1	slr0730	0.1116	0
psrr1	sll0040	0.1116	0
psrr1	slr1441	0.1116	0
psrr1	slr1854	0.1116	0
isar1	sll0853	0.11072	0
psrr1	sll0174	0.11072	0
psrr1	sll0522	0.11072	0
psrr1	sll1698	0.11072	0
isar1	sll0614	0.10984	0
isar1	sll0797	0.10984	0
isar1	slr0516	0.10984	0
isar1	slr1932	0.10984	0
isar1	ssl2501	0.10984	0
isar1	sll0895	0.10897	0
isar1	sll1568	0.10897	0
psrr1	sll1574	0.10897	0
psrr1	slr0291	0.10897	0
isar1	slr1461	0.10811	0
psrr1	ssr0330	0.10811	0
isar1	sll0199	0.10724	0
isar1	slr0446	0.10724	0
psrr1	ssl1922	0.10724	0
isar1	sll0010	0.10639	0
isar1	sll1292	0.10639	0
isar1	slr0611	0.10639	0
isar1	slr1728	0.10639	0
isar1	slr1790	0.10639	0
isar1	sll0226	0.10553	0
isar1	sll1898	0.10553	0
isar1	sll0686	0.10468	0
psrr1	sll0650	0.10468	0
psrr1	slr0022	0.10468	0
psrr1	slr1362	0.10468	0
psrr1	ssr2422	0.10468	0
isar1	sll0205	0.10384	0
isar1	sll0665	0.10384	0
psrr1	ssr2806	0.10384	0
isar1	ssl3549	0.10299	0
isar1	sll1985	0.10216	0
isar1	slr1732	0.10216	0
psrr1	sll0364	0.10216	0
isar1	sll1945	0.10133	0
isar1	slr0305	0.10133	0
isar1	ssr3307	0.10133	0
psrr1	sll0240	0.10133	0
psrr1	slr1146	0.10133	0
isar1	sll0101	0.1005	0
isar1	sll1411	0.1005	0
isar1	sll1792	0.1005	0
isar1	slr0530	0.1005	0
psrr1	slr0406	0.1005	0
psrr1	slr1253	0.1005	0
isar1	sll0216	0.09967	0
isar1	sll0615	0.09967	0
isar1	slr1693	0.09967	0
psrr1	slr0065	0.09967	0
isar1	sll1489	0.09885	0
psrr1	slr1793	0.09885	0
isar1	sll0668	0.09804	0
isar1	slr1513	0.09804	0
psrr1	sll1783	0.09804	0
psrr1	slr2110	0.09804	0
isar1	slr0553	0.09723	0
isar1	slr0935	0.09723	0
isar1	slr1256	0.09723	0
isar1	slr1397	0.09723	0
isar1	ssr2153	0.09723	0
psrr1	slr0729	0.09723	0
psrr1	slr1032	0.09723	0
psrr1	ssl0296	0.09723	0
psrr1	ssl1046	0.09723	0
isar1	sll1085	0.09642	0
isar1	sll1658	0.09642	0
isar1	slr0059	0.09642	0
isar1	ssl2667	0.09642	0
psrr1	slr1886	0.09642	0
isar1	ssr2595	0.09562	0
isar1	sll0024	0.09482	0
isar1	sll1322	0.09482	0
isar1	sll1937	0.09482	0
isar1	slr0356	0.09482	0
isar1	slr1209	0.09482	0
isar1	sml0004	0.09482	0
isar1	ssr2016	0.09482	0
psrr1	sll1797	0.09482	0
isar1	slr1598	0.09402	0
psrr1	slr1861	0.09402	0
psrr1	slr2112	0.09402	0
isar1	sll0872	0.09323	0
isar1	sll1297	0.09323	0
isar1	sll1308	0.09323	0
isar1	slr0420	0.09323	0
isar1	slr1145	0.09323	0
psrr1	sll0403	0.09323	0
psrr1	sll1355	0.09323	0
psrr1	slr1203	0.09323	0
psrr1	ssr1425	0.09323	0
isar1	sll1236	0.09245	0
isar1	ssl0172	0.09245	0
psrr1	slr0397	0.09245	0
isar1	sll0844	0.09166	0
isar1	ssr3000	0.09166	0
psrr1	sll0101	0.09166	0
psrr1	sll1806	0.09166	0
psrr1	ssr3532	0.09166	0
isar1	sll0563	0.09089	0
psrr1	sll0690	0.09089	0
psrr1	sll0901	0.09089	0
psrr1	sll0939	0.09089	0
psrr1	sll1960	0.09089	0
psrr1	slr1732	0.09089	0
psrr1	ssr2318	0.09089	0
isar1	sll0660	0.09011	0
isar1	ssr2857	0.09011	0
psrr1	slr0287	0.09011	0
isar1	sll0413	0.08935	0
isar1	sll1861	0.08935	0
isar1	ssr0482	0.08935	0
psrr1	slr0929	0.08858	0
psrr1	slr2048	0.08782	0
isar1	slr0438	0.08706	0
isar1	ssr1768	0.08706	0
psrr1	sll1636	0.08706	0
psrr1	ssl0467	0.08706	0
psrr1	ssr1386	0.08706	0
isar1	sll1389	0.08631	0
isar1	slr0287	0.08631	0
isar1	slr0800	0.08631	0
isar1	sll0403	0.08556	0
isar1	slr1772	0.08556	0
isar1	ssr3570	0.08556	0
psrr1	slr0611	0.08556	0
psrr1	slr1282	0.08556	0
psrr1	slr1599	0.08556	0
psrr1	ssl0426	0.08556	0
isar1	sll1240	0.08482	0
isar1	slr0981	0.08482	0
isar1	slr1470	0.08482	0
psrr1	sll0034	0.08482	0
psrr1	sll0470	0.08482	0
psrr1	sll0678	0.08482	0
psrr1	ssl3364	0.08482	0
isar1	sll1873	0.08408	0
psrr1	sll1131	0.08408	0
psrr1	ssl2250	0.08408	0
isar1	slr0878	0.08335	0
isar1	slr1767	0.08335	0
psrr1	slr0588	0.08335	0
psrr1	slr1828	0.08335	0
psrr1	ssl0453	0.08335	0
isar1	slr0084	0.08262	0
psrr1	ssr1604	0.08262	0
isar1	sll1395	0.08189	0
isar1	slr0511	0.08189	0
isar1	ssl3712	0.08189	0
isar1	ssr3465	0.08189	0
psrr1	sll0981	0.08189	0
psrr1	slr2116	0.08189	0
isar1	sll1262	0.08117	0
isar1	sll1804	0.08117	0
isar1	slr1078	0.08117	0
psrr1	ssr0102	0.08117	0
psrr1	sll0296	0.08045	0
psrr1	sll1404	0.08045	0
psrr1	sll1979	0.08045	0
isar1	slr1931	0.07974	0
isar1	ssl3445	0.07974	0
isar1	sll0733	0.07903	0
isar1	slr1870	0.07903	0
psrr1	sll0451	0.07903	0
psrr1	sll0924	0.07903	0
psrr1	slr0458	0.07903	0
psrr1	slr1894	0.07903	0
psrr1	ssr3570	0.07903	0
isar1	sll1245	0.07832	0
isar1	sll1482	0.07832	0
isar1	sll0905	0.07762	0
isar1	slr0895	0.07762	0
