sRNA	mRNA	CopraRNA_Score	Class
omrb	dtpc	0.40572	0
cyar	ydij	0.40568	0
mcas	yeca	0.40566	0
mcas	flih	0.40565	0
rybb	yeda	0.40565	0
gcvb	rpld	0.40564	0
istr	ychh	0.40564	0
micf	pota	0.40564	0
omrb	dsbb	0.40562	0
omrb	uhpa	0.40561	0
micc	plig	0.40554	0
omra	nage	0.40553	0
istr	oxyr	0.40551	0
mica	mind	0.40538	0
micc	flgf	0.40538	0
spf	ydae	0.40534	0
ryhb	metk	0.40532	0
micc	acea	0.40531	0
micf	ycdy	0.40531	0
rybb	ycit	0.40531	0
istr	rpsl	0.40529	0
rydc	many	0.40528	0
mica	ybed	0.40524	0
rybb	hoke	0.40522	0
sgrs	fixc	0.4052	0
rsex	thil	0.40519	0
ryhb	yihy	0.40517	0
micf	ydck	0.40516	0
omra	waaf	0.40516	0
omra	ybhr	0.40515	0
chix	fbab	0.40512	0
mica	ssud	0.40511	0
ryhb	yidd	0.40509	0
oxys	potg	0.40506	0
ryhb	wza	0.40506	0
cyar	arsb	0.40501	0
rybb	slma	0.40501	0
chix	yicg	0.405	0
cyar	ffh	0.40498	0
mica	lpxd	0.40495	0
omrb	ebgc	0.40492	0
rpra	afuc	0.40485	0
fnrs	glpg	0.4048	0
chix	rmf	0.40478	0
glmz	yran	0.40472	0
mica	gspc	0.40471	0
mcas	rpsa	0.40467	0
omrb	leub	0.40467	0
dsra	yjcz	0.40465	0
gcvb	mura	0.40464	0
rpra	miaa	0.40463	0
oxys	map	0.40462	0
mcas	this	0.40461	0
micc	cysu	0.40458	0
glmz	sbcb	0.40454	0
micc	ypea	0.40453	0
spf	fepb	0.40453	0
micf	yhbp	0.40452	0
chix	srlr	0.40449	0
oxys	agad	0.40448	0
rsex	rsfs	0.40445	0
rsex	wcak	0.40444	0
ryhb	ptsg	0.40443	0
micc	ydib	0.40442	0
ryhb	yfhl	0.40442	0
micf	yhht	0.40438	0
rpra	hha	0.40435	0
fnrs	dtpb	0.40432	0
arcz	ydci	0.40429	0
glmz	yagu	0.40428	0
istr	lpxd	0.40425	0
glmz	glgp	0.40423	0
omrb	hyae	0.4042	0
spf	ftsq	0.40419	0
micc	flir	0.40418	0
rpra	rpsl	0.40418	0
rsex	fabf	0.40415	0
gcvb	hybe	0.40414	0
omra	evgs	0.40413	0
rsex	xise	0.40412	0
rydc	otsb	0.40412	0
spf	ilvc	0.4041	0
omra	ybak	0.40409	0
dsra	frlr	0.40408	0
spf	purd	0.40407	0
omrb	yddw	0.40406	0
micc	katg	0.40405	0
mcas	yjcs	0.40403	0
oxys	yqga	0.40402	0
rsex	uspb	0.40402	0
cyar	sixa	0.40401	0
omrb	eutg	0.40397	0
arcz	yeje	0.40393	0
rsex	yjbh	0.40391	0
ryhb	glgb	0.40389	0
rydc	ubig	0.40383	0
chix	tdk	0.4038	0
dsra	yjbh	0.4038	0
oxys	yedf	0.4038	0
spf	gark	0.40376	0
glmz	ynee	0.40375	0
cyar	waah	0.40374	0
rsex	yiao	0.40374	0
sgrs	yjem	0.40373	0
cyar	rapa	0.40371	0
dsra	trec	0.40367	0
oxys	pncb	0.40365	0
mcas	mals	0.40363	0
rsex	ydij	0.40361	0
rydc	lptc	0.40361	0
ryhb	paoc	0.4036	0
ryhb	yajq	0.40354	0
spf	gadc	0.40352	0
mcas	ytfe	0.40349	0
rpra	cyca	0.40349	0
mica	ypdb	0.40347	0
fnrs	liga	0.40342	0
rydc	dld	0.4034	0
glmz	clsc	0.40338	0
mcas	prs	0.40336	0
oxys	sucb	0.40336	0
mcas	ymge	0.40334	0
micf	yafp	0.40333	0
rybb	yecr	0.40332	0
rybb	napg	0.4033	0
ryhb	ydib	0.40327	0
rsex	gsic	0.40325	0
dsra	ribf	0.40324	0
micc	yhcn	0.40323	0
micc	pagp	0.40322	0
rsex	ygft	0.40322	0
gcvb	rof	0.40321	0
istr	yafl	0.40321	0
spf	ansp	0.40321	0
dsra	yead	0.4032	0
rydc	yjbb	0.40317	0
chix	yhhx	0.40316	0
rpra	mlac	0.40309	0
mcas	cca	0.40305	0
glmz	hybd	0.40303	0
rpra	rplk	0.40301	0
rybb	rida	0.40301	0
chix	fabr	0.40299	0
omrb	yqea	0.40299	0
arcz	uspe	0.40296	0
istr	rluf	0.40296	0
rydc	secb	0.40284	0
gcvb	yjbb	0.40281	0
rydc	hofc	0.40281	0
micf	yfir	0.4028	0
ryhb	slya	0.4028	0
cyar	glgx	0.40279	0
dsra	rsme	0.40278	0
rsex	yaeh	0.40277	0
omra	feta	0.40275	0
cyar	ydim	0.40273	0
rsex	yhdp	0.40271	0
rsex	ppsa	0.4027	0
ryhb	cred	0.40268	0
glmz	dapf	0.40265	0
arcz	fime	0.40261	0
rybb	yigg	0.40256	0
rydc	glpa	0.4025	0
dsra	csph	0.40248	0
chix	sfma	0.40247	0
dsra	ydae	0.40245	0
sgrs	bfd	0.40243	0
istr	hyfb	0.40242	0
glmz	ydca	0.4024	0
rsex	sdha	0.40238	0
chix	mdfa	0.40235	0
chix	ysga	0.40233	0
omra	moea	0.4023	0
sgrs	cusf	0.40229	0
sgrs	seld	0.40228	0
rybb	lptg	0.40225	0
omra	syme	0.40221	0
oxys	yedl	0.40221	0
istr	zupt	0.40215	0
micf	cyse	0.40208	0
micf	ompx	0.40208	0
chix	hoke	0.40206	0
micf	dgod	0.40205	0
rpra	rplr	0.40205	0
cyar	atoa	0.40203	0
ryhb	rstb	0.40197	0
arcz	yfcj	0.40194	0
ryhb	ompc	0.40187	0
spf	dgor	0.40187	0
istr	euth	0.40186	0
gcvb	rpmg	0.40184	0
mica	rfah	0.40184	0
mcas	dind	0.40181	0
micf	ynee	0.40171	0
rsex	fecb	0.40168	0
rybb	caif	0.40168	0
rsex	yebv	0.40167	0
rydc	mgla	0.40165	0
sgrs	nhaa	0.40165	0
fnrs	flk	0.40164	0
istr	hemn	0.40163	0
mcas	hyfr	0.40159	0
rsex	plap	0.40158	0
arcz	ydcv	0.4015	0
cyar	potd	0.40149	0
glmz	gltk	0.40149	0
spf	bgla	0.40145	0
rsex	gcd	0.40144	0
sgrs	ycgb	0.40137	0
omrb	puua	0.40136	0
dsra	yiha	0.40133	0
chix	ymdf	0.40131	0
dsra	lsrc	0.40131	0
ryhb	sixa	0.40131	0
micf	yqgf	0.40127	0
ryhb	bepa	0.40126	0
omrb	yjce	0.40123	0
sgrs	thrb	0.40123	0
omrb	tqsa	0.40122	0
cyar	fsr	0.40121	0
omrb	rpme	0.40118	0
sgrs	kup	0.40118	0
fnrs	ynjc	0.40117	0
oxys	glmu	0.40114	0
rpra	eutk	0.40112	0
dsra	yehr	0.4011	0
fnrs	mnma	0.4011	0
rydc	glrr	0.40109	0
micf	dada	0.40108	0
rsex	rutd	0.40107	0
rydc	trps	0.40103	0
rydc	glns	0.401	0
omra	yibf	0.40099	0
istr	ynfm	0.40096	0
omra	nadd	0.40094	0
oxys	glnl	0.40094	0
mcas	nrfd	0.40092	0
micf	yedl	0.40091	0
gcvb	basr	0.4009	0
rsex	ypea	0.4009	0
rsex	panc	0.40087	0
mcas	yidl	0.40085	0
mica	bepa	0.40085	0
rsex	pdxh	0.40083	0
micf	acre	0.40082	0
rpra	yihv	0.40082	0
fnrs	ybiu	0.40077	0
rybb	cysw	0.40076	0
cyar	sdhe	0.40075	0
istr	ftsy	0.40075	0
chix	sece	0.40074	0
oxys	crec	0.40074	0
spf	murc	0.40074	0
cyar	ribd	0.40069	0
micc	cdh	0.40066	0
dsra	flgd	0.40065	0
rybb	cysu	0.4006	0
spf	aega	0.40057	0
omra	ttda	0.40053	0
dsra	ccmc	0.40052	0
dsra	nudk	0.40051	0
micf	cusb	0.4005	0
ryhb	ydea	0.40049	0
istr	sdhd	0.40048	0
mcas	scpc	0.40046	0
arcz	atpb	0.40042	0
cyar	ycgb	0.40042	0
glmz	hycc	0.40042	0
mica	yncl	0.40032	0
arcz	ibpa	0.4003	0
rydc	ycef	0.40027	0
cyar	fusa	0.40023	0
fnrs	gyrb	0.40023	0
rpra	srlb	0.40023	0
mica	agas	0.40022	0
glmz	eutk	0.40021	0
spf	sana	0.40021	0
cyar	glms	0.4002	0
istr	spef	0.40018	0
rsex	waag	0.40018	0
omra	alkb	0.40016	0
arcz	tus	0.40015	0
rydc	argd	0.40015	0
micf	ygif	0.40012	0
mcas	tolc	0.40009	0
rybb	yfcc	0.40007	0
cyar	ytfb	0.40005	0
omra	sura	0.40005	0
micf	soxr	0.40004	0
mica	ygeg	0.40002	0
oxys	flhb	0.4	0
dsra	rmf	0.39997	0
arcz	yhfz	0.39995	0
chix	rpsr	0.39995	0
mcas	ebga	0.39995	0
rydc	pntb	0.39992	0
rsex	mlae	0.39989	0
omrb	flu	0.39988	0
micf	opgc	0.39987	0
ryhb	ydee	0.39987	0
chix	frmr	0.39986	0
micc	ydgi	0.39985	0
micc	yhgf	0.39985	0
dsra	gspa	0.39984	0
micf	yjhc	0.39982	0
micf	rcnb	0.39981	0
fnrs	ypdc	0.39977	0
mcas	bgla	0.39976	0
omrb	dapd	0.39976	0
oxys	alaa	0.39975	0
cyar	flhb	0.39971	0
cyar	glnh	0.39971	0
rsex	waap	0.39971	0
mcas	pnp	0.39969	0
dsra	livf	0.39961	0
rsex	ydib	0.39961	0
arcz	ttdb	0.3996	0
rybb	ghrb	0.3996	0
oxys	lpxa	0.39956	0
mica	yjdn	0.39951	0
sgrs	yhev	0.39951	0
omra	thrb	0.3995	0
omra	bira	0.39946	0
dsra	kdpd	0.39943	0
rybb	yggs	0.39942	0
rybb	dusa	0.39941	0
rpra	mglb	0.3994	0
mica	rlub	0.39934	0
mica	ydhu	0.39933	0
rybb	ddpx	0.39928	0
spf	hyae	0.39927	0
micc	iap	0.39925	0
rsex	ycbu	0.39922	0
rydc	sgrr	0.39922	0
chix	mdtj	0.3992	0
mcas	pepp	0.39917	0
rsex	moab	0.39914	0
dsra	rnk	0.39913	0
ryhb	phep	0.39913	0
cyar	ydib	0.39901	0
cyar	znta	0.399	0
omra	zipa	0.39899	0
spf	yeip	0.39898	0
micf	ribf	0.39896	0
sgrs	sbcc	0.39896	0
spf	caic	0.39894	0
cyar	pnca	0.39892	0
arcz	ldca	0.39884	0
rpra	yqik	0.39882	0
rybb	trmh	0.39879	0
sgrs	sfsb	0.39877	0
cyar	mltf	0.39876	0
rybb	sped	0.39874	0
rydc	folk	0.39874	0
rybb	narz	0.39872	0
dsra	ttca	0.39871	0
rsex	fold	0.3987	0
ryhb	ftnb	0.39868	0
omra	ygft	0.39867	0
mica	ybgq	0.39866	0
mcas	rcsb	0.39864	0
rybb	pfkb	0.39864	0
micf	hyua	0.39863	0
chix	clpp	0.3986	0
fnrs	ycjy	0.39859	0
rsex	yjfl	0.39858	0
omra	ydcy	0.39855	0
cyar	sgrr	0.39852	0
ryhb	hsdm	0.39852	0
dsra	exbd	0.39846	0
glmz	yidf	0.39845	0
cyar	sseb	0.39844	0
arcz	tala	0.39843	0
gcvb	tsr	0.39842	0
rydc	yobf	0.39838	0
spf	ular	0.39837	0
micc	idi	0.39834	0
omrb	ydiu	0.39834	0
omra	narp	0.39829	0
omrb	ynhf	0.39829	0
istr	wcak	0.39825	0
rpra	moca	0.39821	0
rsex	yehr	0.39821	0
cyar	glne	0.39816	0
sgrs	intr	0.39815	0
istr	caia	0.39813	0
sgrs	purd	0.39809	0
micf	yjhh	0.39805	0
mcas	pola	0.398	0
micf	csgf	0.39797	0
oxys	syme	0.39795	0
micf	rplt	0.39794	0
spf	phno	0.39789	0
chix	yggs	0.39787	0
rsex	ybdl	0.39784	0
ryhb	ybdm	0.39782	0
istr	yjjy	0.39779	0
oxys	abga	0.39777	0
cyar	ygam	0.39776	0
dsra	nadr	0.39776	0
rsex	lpta	0.39776	0
omra	rsme	0.39774	0
rydc	wza	0.39771	0
ryhb	cyca	0.3977	0
rydc	lgod	0.39767	0
ryhb	yrap	0.39766	0
sgrs	lplt	0.39765	0
mcas	thrb	0.39764	0
mcas	ulaf	0.39763	0
micf	hcr	0.39763	0
glmz	ypfm	0.3976	0
ryhb	yiaf	0.3976	0
sgrs	psd	0.39757	0
istr	msba	0.39755	0
omra	yfcp	0.39752	0
rsex	crr	0.3975	0
fnrs	ydim	0.39748	0
chix	nuon	0.39747	0
sgrs	yjis	0.39741	0
arcz	arsr	0.3974	0
sgrs	entc	0.39739	0
chix	frma	0.39737	0
rpra	dsbg	0.39737	0
glmz	ilvc	0.39736	0
glmz	yiat	0.39734	0
rsex	racc	0.39733	0
omrb	ybeu	0.39731	0
ryhb	msra	0.39731	0
mica	yhid	0.3973	0
rybb	yics	0.3973	0
rsex	nrdr	0.39728	0
ryhb	yidc	0.39726	0
gcvb	rsua	0.39725	0
rybb	rhta	0.39725	0
spf	yjik	0.39725	0
cyar	pyre	0.39723	0
omrb	rnhb	0.39718	0
micc	cuss	0.39714	0
omra	gada	0.39713	0
glmz	yrbn	0.3971	0
rydc	chez	0.3971	0
rybb	fxsa	0.39707	0
micf	pdhr	0.39701	0
spf	ibpb	0.39698	0
glmz	yhij	0.39697	0
micc	dacb	0.39696	0
omrb	tdcb	0.39691	0
rybb	yjcz	0.39689	0
omra	alr	0.39685	0
oxys	mgsa	0.39684	0
rydc	apha	0.39684	0
mica	yeen	0.39683	0
micc	ybgp	0.39682	0
rsex	ubix	0.39682	0
sgrs	srmb	0.3968	0
mcas	alsb	0.39679	0
oxys	ybhg	0.39677	0
gcvb	yjfl	0.39675	0
spf	mdtb	0.39675	0
rpra	rpsf	0.39672	0
istr	upp	0.39671	0
chix	flid	0.39664	0
glmz	chew	0.39662	0
dsra	modc	0.39657	0
fnrs	yaef	0.39657	0
fnrs	queg	0.3965	0
omrb	yidp	0.39649	0
chix	mtga	0.39648	0
micf	hiss	0.39648	0
spf	atpc	0.39644	0
spf	rsec	0.39642	0
ryhb	flid	0.3964	0
micf	tktb	0.39638	0
rydc	ilvi	0.39629	0
ryhb	daca	0.39626	0
mcas	ytjb	0.39621	0
fnrs	ydga	0.3962	0
mica	arod	0.39615	0
rsex	potg	0.39615	0
gcvb	arom	0.39614	0
gcvb	yedk	0.39612	0
micc	ugpe	0.3961	0
micc	biof	0.39608	0
micf	rsga	0.39606	0
oxys	evgs	0.39603	0
oxys	pepp	0.39602	0
mcas	yqec	0.39601	0
micf	hyaf	0.39601	0
mcas	yrhb	0.396	0
omra	fhub	0.396	0
cyar	hypt	0.39596	0
micc	kch	0.39594	0
chix	muty	0.39592	0
rydc	napa	0.39591	0
ryhb	ynfh	0.39588	0
omra	yegu	0.39587	0
omrb	caic	0.39584	0
rpra	yjcz	0.39584	0
rsex	ypdi	0.39581	0
glmz	shob	0.3958	0
rydc	yfal	0.3958	0
istr	yhjj	0.39575	0
sgrs	yhcn	0.39571	0
rydc	mltf	0.39569	0
rpra	yhhj	0.39568	0
mcas	rtcb	0.39567	0
rybb	rbsa	0.39566	0
cyar	yqjd	0.39563	0
rsex	yhfu	0.39563	0
omrb	argr	0.3956	0
istr	enta	0.39559	0
ryhb	map	0.39558	0
ryhb	yich	0.39558	0
rybb	der	0.39556	0
micf	mali	0.39555	0
chix	fsr	0.39554	0
omra	hdea	0.39554	0
rybb	nanm	0.39553	0
micf	holc	0.39547	0
fnrs	ftna	0.39543	0
arcz	gsph	0.39541	0
istr	rplx	0.39538	0
spf	ppic	0.39538	0
mica	cybb	0.39532	0
fnrs	pspe	0.39531	0
rybb	sad	0.3953	0
fnrs	yohf	0.39529	0
oxys	arnt	0.39527	0
rsex	rlmg	0.39526	0
omra	yidk	0.39525	0
micc	ynfa	0.3952	0
ryhb	ydco	0.39517	0
chix	enta	0.39513	0
glmz	nadb	0.3951	0
spf	yadk	0.3951	0
mica	yfcr	0.39508	0
rybb	yceb	0.39506	0
gcvb	trml	0.39501	0
spf	baer	0.39501	0
cyar	waaf	0.39493	0
micf	yqjd	0.39491	0
chix	xylb	0.39485	0
rydc	tatb	0.39485	0
ryhb	ydik	0.39485	0
arcz	mutm	0.39482	0
rybb	yfhl	0.39482	0
micf	wcam	0.39481	0
omrb	yegs	0.3948	0
micc	ydja	0.39478	0
istr	pal	0.39474	0
chix	mlae	0.39472	0
glmz	znua	0.39472	0
spf	tufb	0.3947	0
cyar	norw	0.39468	0
micc	fldb	0.39463	0
glmz	wzxc	0.39462	0
mcas	yhjg	0.39462	0
istr	mrca	0.39461	0
mica	yrbl	0.39461	0
rsex	yjfz	0.39461	0
micf	eda	0.39459	0
rsex	ybdg	0.39459	0
mica	tdcd	0.39456	0
sgrs	cusa	0.39455	0
cyar	rhar	0.39451	0
spf	wcac	0.39451	0
cyar	yjjx	0.3945	0
chix	gspi	0.39449	0
rpra	leus	0.39449	0
micf	yhhq	0.39446	0
omrb	hema	0.39445	0
istr	ftsn	0.39444	0
micf	rihc	0.39442	0
istr	nudl	0.3944	0
sgrs	fepd	0.39438	0
omra	nikr	0.39437	0
gcvb	ygji	0.39434	0
micf	purh	0.39428	0
mcas	rara	0.39426	0
mcas	zras	0.39423	0
rydc	adic	0.39422	0
arcz	ynfe	0.39421	0
spf	nuoc	0.39418	0
dsra	dtpd	0.3941	0
omrb	uspc	0.3941	0
omra	alsr	0.39408	0
chix	yhdz	0.39406	0
oxys	yaiy	0.39406	0
omra	rdgb	0.39405	0
omrb	tama	0.39405	0
ryhb	ubif	0.39404	0
arcz	fabd	0.39401	0
rsex	rpmi	0.39401	0
glmz	hofm	0.39398	0
micf	spee	0.39394	0
chix	emrd	0.39393	0
mcas	yegr	0.39393	0
spf	ycha	0.39391	0
micc	arom	0.39386	0
spf	deoa	0.39386	0
istr	fuco	0.39385	0
mcas	mppa	0.39379	0
oxys	alse	0.39378	0
dsra	yjfi	0.39376	0
omrb	menc	0.39376	0
gcvb	rplf	0.39375	0
omra	rlmh	0.39375	0
omra	nagz	0.39371	0
oxys	yfed	0.39366	0
rybb	ansa	0.39366	0
omra	hybg	0.39365	0
istr	arne	0.39362	0
ryhb	artj	0.39362	0
oxys	rlmi	0.39361	0
omrb	yegu	0.39359	0
mica	dosc	0.39353	0
istr	znuc	0.3935	0
mica	secg	0.39348	0
micf	fola	0.39348	0
micf	yigg	0.39348	0
mcas	succ	0.39345	0
ryhb	lacy	0.39345	0
fnrs	fear	0.39344	0
rpra	hpt	0.39344	0
rydc	ytfk	0.39343	0
spf	nrff	0.39343	0
spf	eutd	0.39342	0
mcas	hypb	0.3934	0
micc	yadl	0.39338	0
omrb	hemc	0.39337	0
cyar	rply	0.39334	0
fnrs	ygdd	0.39333	0
mcas	cydd	0.39333	0
micc	gspa	0.39331	0
gcvb	yoac	0.3933	0
rpra	yedk	0.39328	0
sgrs	citt	0.39328	0
oxys	tils	0.39326	0
arcz	nemr	0.39325	0
micf	cysz	0.39324	0
mica	nuon	0.39323	0
omrb	yehp	0.39318	0
sgrs	thie	0.39317	0
rsex	kdpd	0.39316	0
glmz	pflc	0.39315	0
mica	yeca	0.39314	0
istr	eamb	0.39313	0
micf	aroa	0.39312	0
istr	trg	0.3931	0
sgrs	hpf	0.3931	0
micc	yobb	0.39309	0
rydc	dcuc	0.39309	0
ryhb	ydck	0.39309	0
glmz	psie	0.39302	0
ryhb	ydil	0.39302	0
fnrs	cysp	0.39299	0
micf	ddlb	0.39296	0
micc	holc	0.3929	0
micc	yoaa	0.3929	0
istr	moea	0.39287	0
glmz	hism	0.39284	0
dsra	ssub	0.39281	0
sgrs	nrdf	0.39276	0
ryhb	selb	0.39275	0
rsex	cpsg	0.39274	0
glmz	metr	0.39272	0
rydc	glsb	0.39269	0
glmz	metf	0.39267	0
micf	sapb	0.39263	0
omra	yihs	0.39262	0
micc	yicr	0.39261	0
mcas	tsga	0.3926	0
mcas	hlye	0.39255	0
omra	chbg	0.39255	0
rydc	slyb	0.39255	0
sgrs	folm	0.39255	0
omra	yegp	0.39254	0
oxys	rseb	0.39252	0
micc	tusd	0.3925	0
rsex	yfjd	0.3925	0
mica	flda	0.39249	0
omra	yfdc	0.39249	0
micf	yggp	0.39248	0
mcas	inta	0.39247	0
chix	cite	0.39246	0
oxys	cueo	0.39244	0
omrb	rpss	0.39243	0
oxys	yhjy	0.39242	0
rpra	yoaf	0.3924	0
micc	ybjg	0.39238	0
omra	mhpa	0.39238	0
rsex	pqql	0.39237	0
rydc	pgpa	0.39237	0
fnrs	lysa	0.39236	0
gcvb	ppa	0.39236	0
oxys	btuf	0.39233	0
omra	rpme	0.3923	0
cyar	bcse	0.39229	0
omra	fadb	0.39223	0
chix	frdc	0.39222	0
micf	ftsp	0.3922	0
ryhb	hycg	0.39217	0
omra	gsid	0.39212	0
chix	nudi	0.3921	0
fnrs	sixa	0.39209	0
micc	lsrd	0.39209	0
dsra	yphh	0.39207	0
rybb	yrbl	0.39207	0
rsex	viaa	0.39206	0
gcvb	yjfc	0.39203	0
glmz	yhal	0.392	0
sgrs	potb	0.39197	0
rybb	gsta	0.39192	0
mcas	iscu	0.39189	0
rsex	yeip	0.39188	0
rsex	ygfk	0.39184	0
cyar	dnak	0.3918	0
dsra	rffg	0.3918	0
rydc	glpt	0.39177	0
mcas	nuok	0.39175	0
micc	yjcb	0.39175	0
sgrs	poth	0.39173	0
mica	idi	0.39171	0
ryhb	yiay	0.39171	0
istr	argg	0.39164	0
ryhb	ulab	0.39163	0
fnrs	ykgm	0.39162	0
rsex	taua	0.39161	0
arcz	ykgj	0.39158	0
rsex	trmd	0.39157	0
sgrs	xapb	0.39154	0
mica	ybdm	0.39151	0
arcz	baes	0.3915	0
mcas	grea	0.3915	0
gcvb	pbpg	0.39149	0
rydc	lpxa	0.39146	0
cyar	maea	0.39144	0
glmz	yghd	0.39137	0
ryhb	spea	0.39135	0
micf	dtd	0.39133	0
gcvb	erpa	0.3913	0
micc	yihp	0.39129	0
mica	yfeo	0.39128	0
arcz	rpob	0.39122	0
omrb	guac	0.39119	0
glmz	yfap	0.39118	0
oxys	glng	0.39116	0
chix	narp	0.39115	0
ryhb	lsrg	0.39114	0
mica	ycjy	0.39113	0
cyar	purh	0.39112	0
fnrs	csda	0.39111	0
gcvb	aspa	0.39107	0
micc	pdxb	0.39103	0
sgrs	tyra	0.39102	0
micf	yegq	0.39099	0
rpra	napg	0.39099	0
gcvb	lpoa	0.39098	0
istr	dnaq	0.39089	0
ryhb	rfbc	0.39086	0
mcas	ydhy	0.39085	0
rsex	frua	0.39084	0
rsex	csgf	0.39077	0
omrb	mnma	0.39075	0
glmz	glya	0.39072	0
mcas	ydag	0.39069	0
chix	cadb	0.39067	0
rydc	tldd	0.39067	0
chix	mak	0.39066	0
rpra	ydim	0.39063	0
glmz	hcar	0.39062	0
mica	fnr	0.39062	0
rpra	rpod	0.39062	0
micf	uvrb	0.39061	0
omra	qmca	0.39061	0
rpra	ycib	0.39061	0
mcas	yiif	0.39059	0
mica	ynfe	0.39058	0
micf	cuta	0.39052	0
rpra	frdb	0.39048	0
glmz	ribe	0.39047	0
rsex	mlra	0.39042	0
mica	mdto	0.39041	0
rsex	rpsm	0.3904	0
dsra	yghu	0.39039	0
glmz	riml	0.39039	0
omra	rsxe	0.39039	0
rydc	aroc	0.39039	0
chix	holb	0.39035	0
mcas	can	0.39035	0
fnrs	rpsp	0.39028	0
rydc	pyrg	0.39025	0
istr	ftsh	0.39023	0
spf	mokc	0.39015	0
oxys	malz	0.39009	0
micc	alsr	0.39008	0
dsra	amya	0.39005	0
glmz	wcad	0.39005	0
oxys	yedj	0.39005	0
omra	dedd	0.39003	0
rpra	yehy	0.39003	0
spf	tref	0.39003	0
mica	uspe	0.39002	0
rsex	mura	0.39	0
rsex	greb	0.38999	0
mica	srld	0.38997	0
omra	pgaa	0.38997	0
glmz	yaeh	0.38993	0
rydc	yhjg	0.38993	0
omra	rrab	0.38992	0
mcas	melb	0.38988	0
micc	eutn	0.38986	0
omra	hdeb	0.38986	0
micf	emre	0.38984	0
glmz	glrk	0.38982	0
mica	hemg	0.38981	0
arcz	lgot	0.3898	0
fnrs	yjgn	0.3898	0
micf	livh	0.3898	0
rpra	yehr	0.38979	0
omrb	yjbr	0.38978	0
mica	yhdj	0.38977	0
glmz	rpss	0.38969	0
glmz	phob	0.38968	0
ryhb	waab	0.38968	0
dsra	proa	0.38966	0
rydc	araj	0.38966	0
oxys	yeea	0.38964	0
omrb	dcyd	0.38958	0
fnrs	smpb	0.38957	0
micc	kefb	0.38955	0
arcz	yihn	0.38952	0
mcas	mdtm	0.38952	0
micc	ampg	0.38951	0
ryhb	yfeh	0.38951	0
dsra	tam	0.38947	0
micc	cfa	0.38943	0
mcas	muts	0.38939	0
micc	greb	0.38937	0
micc	sapb	0.38935	0
rydc	ftsn	0.38933	0
dsra	ldca	0.38932	0
chix	cmoa	0.38929	0
ryhb	fold	0.38929	0
ryhb	arae	0.38928	0
rydc	yfcc	0.38927	0
glmz	iclr	0.38918	0
glmz	yeen	0.38917	0
istr	yeaw	0.38917	0
mcas	fur	0.38916	0
mica	wzzb	0.38916	0
micf	waay	0.38914	0
ryhb	yiab	0.38911	0
fnrs	srlr	0.3891	0
omrb	yjab	0.38909	0
ryhb	yeii	0.38909	0
dsra	biof	0.38906	0
oxys	thrs	0.38897	0
oxys	hyaa	0.38893	0
rybb	rlmn	0.38892	0
dsra	plsc	0.38891	0
istr	rne	0.3889	0
omra	kdsa	0.3889	0
ryhb	rpma	0.3889	0
micf	tusc	0.38888	0
mica	tyrp	0.38886	0
sgrs	seca	0.38886	0
mcas	yqge	0.38883	0
rpra	nikd	0.38883	0
rpra	rpld	0.3888	0
ryhb	yjab	0.38877	0
sgrs	amid	0.38875	0
mcas	dica	0.38873	0
glmz	glpq	0.38867	0
dsra	ilve	0.38864	0
rpra	eamb	0.38862	0
chix	nuog	0.38859	0
mcas	flda	0.38857	0
spf	otsa	0.38857	0
rybb	sra	0.38856	0
sgrs	xyle	0.38855	0
spf	fumc	0.38854	0
mcas	ompx	0.38853	0
omra	ldte	0.38853	0
rsex	yeae	0.38852	0
glmz	nlpd	0.38851	0
rybb	artp	0.38851	0
spf	dps	0.38851	0
fnrs	ynba	0.3885	0
rydc	allc	0.38846	0
rydc	ybjt	0.38846	0
rpra	gals	0.38845	0
rydc	entb	0.38845	0
rsex	gmhb	0.38841	0
chix	glob	0.38832	0
oxys	cysb	0.38832	0
rybb	murr	0.38832	0
dsra	yrah	0.38828	0
mcas	wzze	0.38825	0
micf	rsmi	0.38818	0
dsra	acea	0.38817	0
micc	nudi	0.38815	0
arcz	scpc	0.38813	0
rsex	cydc	0.38813	0
mica	blc	0.38812	0
rpra	modf	0.3881	0
oxys	yihx	0.38809	0
mica	nrfg	0.38808	0
oxys	tas	0.38807	0
micc	yfdv	0.38805	0
omrb	ycjp	0.38804	0
fnrs	ybdk	0.38801	0
mica	allc	0.388	0
chix	ybiy	0.38795	0
omra	yeha	0.38795	0
rydc	rtcb	0.38794	0
rydc	yeag	0.38794	0
arcz	rsua	0.38792	0
mcas	ygfs	0.38792	0
mica	gcvp	0.38792	0
sgrs	csid	0.38789	0
mcas	ychn	0.38788	0
ryhb	mode	0.38788	0
sgrs	eutq	0.38788	0
sgrs	yfhm	0.38787	0
spf	yphb	0.38786	0
micf	gpr	0.38784	0
gcvb	yigg	0.38783	0
oxys	rplt	0.38783	0
istr	atpg	0.38781	0
mcas	yahk	0.38777	0
mcas	copa	0.38773	0
micf	oppb	0.38769	0
dsra	lgod	0.38765	0
fnrs	nuoi	0.38765	0
mcas	rffh	0.38765	0
mica	paae	0.38765	0
micc	kdsb	0.38765	0
sgrs	cpsg	0.38765	0
fnrs	acrf	0.38763	0
omrb	yncg	0.38762	0
rydc	emrd	0.38762	0
micc	crp	0.3876	0
spf	alas	0.3876	0
micc	rsxa	0.38759	0
